2011-06-26;3;1;26;6;2011
2011-06-27;35931;2;27;6;2011
2011-06-28;33017;3;28;6;2011
2011-06-29;34343;4;29;6;2011
2011-06-30;35093;5;30;6;2011
2011-07-01;32245;6;1;7;2011
2011-07-02;585;7;2;7;2011
2011-07-03;3;1;3;7;2011
2011-07-04;37378;2;4;7;2011
2011-07-05;42726;3;5;7;2011
2011-07-06;36838;4;6;7;2011
2011-07-07;33068;5;7;7;2011
2011-07-08;31443;6;8;7;2011
2011-07-09;337;7;9;7;2011
2011-07-10;NULL;1;10;7;2011
2011-07-11;32492;2;11;7;2011
2011-07-12;33747;3;12;7;2011
2011-07-13;32304;4;13;7;2011
2011-07-14;33996;5;14;7;2011
2011-07-15;29425;6;15;7;2011
2011-07-16;25;7;16;7;2011
2011-07-17;5;1;17;7;2011
2011-07-18;29875;2;18;7;2011
2011-07-19;31569;3;19;7;2011
2011-07-20;32315;4;20;7;2011
2011-07-21;32060;5;21;7;2011
2011-07-22;32493;6;22;7;2011
2011-07-23;14;7;23;7;2011
2011-07-24;NULL;1;24;7;2011
2011-07-25;18874;2;25;7;2011
2011-07-26;30058;3;26;7;2011
2011-07-27;32929;4;27;7;2011
2011-07-28;32683;5;28;7;2011
2011-07-29;28004;6;29;7;2011
2011-07-30;15;7;30;7;2011
2011-07-31;39;1;31;7;2011
2011-08-01;27684;2;1;8;2011
2011-08-02;29237;3;2;8;2011
2011-08-03;28597;4;3;8;2011
2011-08-04;28757;5;4;8;2011
2011-08-05;25486;6;5;8;2011
2011-08-06;84;7;6;8;2011
2011-08-07;4;1;7;8;2011
2011-08-08;27121;2;8;8;2011
2011-08-09;26032;3;9;8;2011
2011-08-10;30555;4;10;8;2011
2011-08-11;23371;5;11;8;2011
2011-08-12;19077;6;12;8;2011
2011-08-13;8;7;13;8;2011
2011-08-14;NULL;1;14;8;2011
2011-08-15;3;2;15;8;2011
2011-08-16;21925;3;16;8;2011
2011-08-17;20281;4;17;8;2011
2011-08-18;19399;5;18;8;2011
2011-08-19;20414;6;19;8;2011
2011-08-20;21;7;20;8;2011
2011-08-21;4;1;21;8;2011
2011-08-22;20947;2;22;8;2011
2011-08-23;23371;3;23;8;2011
2011-08-24;23019;4;24;8;2011
2011-08-25;22765;5;25;8;2011
2011-08-26;21479;6;26;8;2011
2011-08-27;14;7;27;8;2011
2011-08-28;1;1;28;8;2011
2011-08-29;24898;2;29;8;2011
2011-08-30;29253;3;30;8;2011
2011-08-31;40672;4;31;8;2011
2011-09-01;41980;5;1;9;2011
2011-09-02;33748;6;2;9;2011
2011-09-03;99;7;3;9;2011
2011-09-04;28;1;4;9;2011
2011-09-05;40655;2;5;9;2011
2011-09-06;37764;3;6;9;2011
2011-09-07;34966;4;7;9;2011
2011-09-08;35325;5;8;9;2011
2011-09-09;27258;6;9;9;2011
2011-09-10;116;7;10;9;2011
2011-09-11;4;1;11;9;2011
2011-09-12;36780;2;12;9;2011
2011-09-13;46280;3;13;9;2011
2011-09-14;44288;4;14;9;2011
2011-09-15;40316;5;15;9;2011
2011-09-16;41477;6;16;9;2011
2011-09-17;189;7;17;9;2011
2011-09-18;3;1;18;9;2011
2011-09-19;40856;2;19;9;2011
2011-09-20;40745;3;20;9;2011
2011-09-21;47237;4;21;9;2011
2011-09-22;44099;5;22;9;2011
2011-09-23;35433;6;23;9;2011
2011-09-24;53;7;24;9;2011
2011-09-25;11;1;25;9;2011
2011-09-26;45191;2;26;9;2011
2011-09-27;43495;3;27;9;2011
2011-09-28;47784;4;28;9;2011
2011-09-29;43930;5;29;9;2011
2011-09-30;41411;6;30;9;2011
2011-10-01;79;7;1;10;2011
2011-10-02;32;1;2;10;2011
2011-10-03;45613;2;3;10;2011
2011-10-04;44959;3;4;10;2011
2011-10-05;43741;4;5;10;2011
2011-10-06;43440;5;6;10;2011
2011-10-07;41210;6;7;10;2011
2011-10-08;116;7;8;10;2011
2011-10-09;4;1;9;10;2011
2011-10-10;44390;2;10;10;2011
2011-10-11;44227;3;11;10;2011
2011-10-12;256;4;12;10;2011
2011-10-13;43656;5;13;10;2011
2011-10-14;36305;6;14;10;2011
2011-10-15;43;7;15;10;2011
2011-10-16;2;1;16;10;2011
2011-10-17;41054;2;17;10;2011
2011-10-18;45888;3;18;10;2011
2011-10-19;40929;4;19;10;2011
2011-10-20;44398;5;20;10;2011
2011-10-21;37849;6;21;10;2011
2011-10-22;146;7;22;10;2011
2011-10-23;191;1;23;10;2011
2011-10-24;44923;2;24;10;2011
2011-10-25;41716;3;25;10;2011
2011-10-26;38144;4;26;10;2011
2011-10-27;38449;5;27;10;2011
2011-10-28;37071;6;28;10;2011
2011-10-29;123;7;29;10;2011
2011-10-30;18;1;30;10;2011
2011-10-31;36340;2;31;10;2011
2011-11-01;37;3;1;11;2011
2011-11-02;44747;4;2;11;2011
2011-11-03;42596;5;3;11;2011
2011-11-04;41404;6;4;11;2011
2011-11-05;338;7;5;11;2011
2011-11-06;5;1;6;11;2011
2011-11-07;46613;2;7;11;2011
2011-11-08;41900;3;8;11;2011
2011-11-09;27824;4;9;11;2011
2011-11-10;43605;5;10;11;2011
2011-11-11;38143;6;11;11;2011
2011-11-12;94;7;12;11;2011
2011-11-13;2;1;13;11;2011
2011-11-14;40500;2;14;11;2011
2011-11-15;42097;3;15;11;2011
2011-11-16;41819;4;16;11;2011
2011-11-17;42075;5;17;11;2011
2011-11-18;40997;6;18;11;2011
2011-11-19;74;7;19;11;2011
2011-11-20;3;1;20;11;2011
2011-11-21;49813;2;21;11;2011
2011-11-22;44764;3;22;11;2011
2011-11-23;45214;4;23;11;2011
2011-11-24;42998;5;24;11;2011
2011-11-25;40102;6;25;11;2011
2011-11-26;666;7;26;11;2011
2011-11-27;4;1;27;11;2011
2011-11-28;46865;2;28;11;2011
2011-11-29;46153;3;29;11;2011
2011-11-30;46078;4;30;11;2011
2011-12-01;46245;5;1;12;2011
2011-12-02;53264;6;2;12;2011
2011-12-03;68;7;3;12;2011
2011-12-04;NULL;1;4;12;2011
2011-12-05;50688;2;5;12;2011
2011-12-06;151;3;6;12;2011
2011-12-07;52161;4;7;12;2011
2011-12-08;618;5;8;12;2011
2011-12-09;54986;6;9;12;2011
2011-12-10;414;7;10;12;2011
2011-12-11;5;1;11;12;2011
2011-12-12;56423;2;12;12;2011
2011-12-13;53394;3;13;12;2011
2011-12-14;52862;4;14;12;2011
2011-12-15;52727;5;15;12;2011
2011-12-16;47389;6;16;12;2011
2011-12-17;432;7;17;12;2011
2011-12-18;3;1;18;12;2011
2011-12-19;58483;2;19;12;2011
2011-12-20;52013;3;20;12;2011
2011-12-21;54321;4;21;12;2011
2011-12-22;52273;5;22;12;2011
2011-12-23;38733;6;23;12;2011
2011-12-24;338;7;24;12;2011
2011-12-25;NULL;1;25;12;2011
2011-12-26;24969;2;26;12;2011
2011-12-27;44404;3;27;12;2011
2011-12-28;41912;4;28;12;2011
2011-12-29;39801;5;29;12;2011
2011-12-30;35420;6;30;12;2011
2011-12-31;185;7;31;12;2011
2012-01-01;45;1;1;1;2012
2012-01-02;33556;2;2;1;2012
2012-01-03;43459;3;3;1;2012
2012-01-04;44781;4;4;1;2012
2012-01-05;33449;5;5;1;2012
2012-01-06;988;6;6;1;2012
2012-01-07;221;7;7;1;2012
2012-01-08;18;1;8;1;2012
2012-01-09;46447;2;9;1;2012
2012-01-10;41645;3;10;1;2012
2012-01-11;43793;4;11;1;2012
2012-01-12;44168;5;12;1;2012
2012-01-13;40059;6;13;1;2012
2012-01-14;16;7;14;1;2012
